cik,fiscal_year,enforced
0001616543,2022,0
0001616543,2023,0
0001616543,2024,0
0001616543,2025,0
0001616736,2016,0
0001616736,2017,0
0001616736,2018,0
0001616736,2021,0
0001616736,2022,0
0001616736,2023,0
0001617640,2016,0
0001617640,2017,0
0001620393,2016,0
0001621227,2016,0
0001621227,2019,0
0001621227,2020,0
0001621227,2021,0
0001621227,2024,0
0001621672,2021,0
0001621672,2022,0
0001621672,2023,0
0001621672,2024,0
0001621672,2025,0
0001622194,2016,0
0001622229,2019,0
0001622536,2015,0
0001622996,2016,0
0001622996,2017,0
0001622996,2018,0
0001622996,2019,0
0001622996,2020,0
0001622996,2021,0
0001622996,2022,0
0001622996,2023,0
0001622996,2024,0
0001622996,2025,0
0001625101,2016,0
0001625101,2017,0
0001625101,2019,0
0001625101,2021,0
0001626878,2016,0
0001627611,2015,0
0001627611,2016,0
0001627611,2021,0
0001628063,2017,0
0001628063,2022,0
0001628063,2023,0
0001628063,2024,0
0001628063,2025,0
0001628808,2024,0
0001628808,2025,0
0001630176,2016,0
0001630176,2017,0
0001630176,2019,0
0001630176,2020,0
0001630176,2021,0
0001630176,2022,0
0001630176,2023,0
0001630176,2024,0
0001630176,2025,0
0001630472,2017,0
0001630805,2016,0
0001630805,2017,0
0001630805,2018,0
0001630805,2019,0
0001630805,2020,0
0001630805,2021,0
0001630805,2023,0
0001630805,2024,0
0001630805,2025,0
0001632121,2016,0
0001632121,2017,0
0001632121,2018,0
0001632121,2019,0
0001632121,2020,0
0001632121,2021,0
0001632121,2022,0
0001632121,2023,0
0001632121,2024,0
0001632121,2025,0
0001632127,2016,0
0001633336,2016,0
0001633931,2016,0
0001633978,2016,0
0001634117,2023,0
0001634117,2024,0
0001635077,2023,0
0001635077,2024,0
0001635581,2016,0
0001635581,2017,0
0001635965,2015,0
0001635965,2016,0
0001635965,2018,0
0001636282,2021,0
0001636282,2022,0
0001636282,2023,0
0001636282,2024,0
0001636282,2025,0
0001637147,2024,0
0001637147,2025,0
0001638097,2021,0
0001638097,2022,0
0001638097,2023,0
0001638097,2024,0
0001638097,2025,0
0001639691,2018,0
0001639691,2019,0
0001639691,2020,0
0001639691,2021,0
0001639691,2022,0
0001639691,2023,0
0001639691,2024,0
0001639691,2025,0
0001640266,2016,0
0001640266,2017,0
0001640266,2018,0
0001640266,2019,0
0001640384,2016,0
0001640384,2017,0
0001640384,2018,0
0001640384,2019,0
0001640384,2020,0
0001640384,2022,0
0001640384,2023,0
0001640384,2024,0
0001640384,2025,0
0001642365,2015,0
0001642365,2021,0
0001642365,2022,0
0001643154,2020,0
0001643154,2021,0
0001643154,2022,0
0001643154,2023,0
0001643154,2024,0
0001643154,2025,0
0001643303,2025,0
0001643721,2016,0
0001643721,2018,0
0001643721,2019,0
0001643721,2020,0
0001643721,2021,0
0001643721,2022,0
0001643721,2023,0
0001643721,2024,0
0001643721,2025,0
0001643953,2025,0
0001645460,2022,0
0001645460,2023,0
0001645460,2024,0
0001645460,2025,0
0001646188,2018,0
0001647088,2016,0
0001647088,2017,0
0001647822,2016,0
0001647822,2017,0
0001647822,2022,0
0001647822,2023,0
0001648960,2025,0
0001650101,2016,0
0001650101,2017,0
0001650101,2021,0
0001650101,2025,0
0001651721,2023,0
0001651721,2024,0
0001651721,2025,0
0001651992,2019,0
0001651992,2020,0
0001651992,2021,0
0001651992,2022,0
0001651992,2023,0
0001651992,2024,0
0001651992,2025,0
0001652561,2024,0
0001652561,2025,0
0001652935,2024,0
0001653653,2016,0
0001653909,2025,0
0001654595,2021,0
0001654595,2022,0
0001654595,2023,0
0001654595,2024,0
0001654595,2025,0
0001657853,2020,0
0001657853,2021,0
0001657853,2022,0
0001659323,2018,0
0001659323,2019,0
0001659323,2022,0
0001659323,2023,0
0001659323,2024,0
0001659617,2016,0
0001659617,2017,0
0001659617,2018,0
0001659617,2019,0
0001659617,2020,0
0001659617,2023,0
0001659617,2024,0
0001659617,2025,0
0001660734,2016,0
0001661053,2019,0
0001661053,2021,0
0001661053,2022,0
0001661053,2023,0
0001661053,2024,0
0001661053,2025,0
0001661059,2025,0
0001661998,2023,0
0001661998,2024,0
0001661998,2025,0
0001662579,2020,0
0001662579,2021,0
0001662579,2022,0
0001662579,2023,0
0001662579,2024,0
0001662579,2025,0
0001662684,2022,0
0001662684,2023,0
0001662684,2024,0
0001662684,2025,0
0001662991,2021,0
0001665988,2022,0
0001665988,2023,0
0001668397,2016,0
0001671502,2022,0
0001671502,2023,0
0001671502,2024,0
0001671502,2025,0
0001672013,2016,0
0001672619,2021,0
0001674227,2016,0
0001674227,2020,0
0001674227,2021,0
0001674227,2023,0
0001674227,2024,0
0001674356,2025,0
0001674416,2016,0
0001674416,2017,0
0001675149,2016,1
0001676047,2021,0
0001676047,2026,0
0001677077,2022,0
0001677077,2023,0
0001677077,2024,0
0001677077,2025,0
0001677576,2025,0
0001678105,2017,0
0001678105,2018,0
0001678105,2019,0
0001678105,2020,0
0001678105,2021,0
0001678105,2022,0
0001678105,2023,0
0001678105,2024,0
0001678105,2025,0
0001679817,2021,0
0001679817,2022,0
0001679817,2023,0
0001679817,2024,0
0001679817,2025,0
0001680132,2017,0
0001680132,2018,0
0001680132,2019,0
0001680132,2021,0
0001680132,2022,0
0001680132,2023,0
0001680132,2024,0
0001680132,2025,0
0001680139,2022,0
0001680139,2023,0
0001680139,2024,0
0001680139,2025,0
0001681087,2022,0
0001681087,2023,0
0001681087,2025,0
0001681459,2017,1
0001681556,2022,0
0001681556,2023,0
0001682149,2018,0
0001682149,2019,0
0001682149,2020,0
0001682149,2021,0
0001682149,2022,0
0001682149,2023,0
0001682149,2024,0
0001682149,2025,0
0001682639,2019,0
0001682639,2020,0
0001682639,2021,0
0001682639,2022,0
0001682639,2023,0
0001682639,2024,0
0001682639,2025,0
0001682745,2016,0
0001683553,2024,0
0001683553,2025,0
0001684144,2018,0
0001687229,2016,0
0001689548,2020,0
0001689548,2022,0
0001690080,2018,0
0001690080,2019,0
0001690080,2020,0
0001690080,2021,0
0001690080,2023,0
0001690080,2024,0
0001690080,2025,0
0001690585,2023,0
0001690680,2017,0
0001690820,2019,0
0001692787,2017,0
0001693687,2021,0
0001693687,2022,0
0001693687,2023,0
0001693687,2024,0
0001693687,2025,0
0001697500,2017,0
0001698514,2017,1
0001698990,2017,0
0001701108,2017,0
0001701108,2018,0
0001701108,2019,0
0001701108,2020,0
0001701108,2021,0
0001701108,2022,0
0001701108,2023,0
0001701108,2024,0
0001701108,2025,0
0001702924,2025,0
0001703157,2018,0
0001703157,2019,0
0001703157,2020,0
0001703157,2021,0
0001703157,2022,0
0001703157,2023,0
0001703157,2024,0
0001703157,2025,0
0001703625,2020,0
0001703625,2021,0
0001703625,2022,0
0001703625,2023,0
0001703625,2024,0
0001703625,2025,0
0001704287,2022,0
0001704287,2023,0
0001704287,2024,0
0001704287,2025,0
0001705445,2017,1
0001705696,2017,0
0001706524,2018,0
0001706524,2022,0
0001706524,2025,0
0001706946,2025,0
0001707502,2017,0
0001707502,2018,0
0001707502,2019,0
0001707502,2020,0
0001707502,2021,0
0001707502,2022,0
0001707502,2023,0
0001707502,2024,0
0001707502,2025,0
0001707910,2022,0
0001707910,2023,0
0001707910,2024,0
0001707910,2025,0
0001709628,2025,0
0001709941,2024,0
0001709941,2025,0
0001710072,2021,0
0001710072,2022,0
0001710072,2023,0
0001710072,2024,0
0001710072,2025,0
0001710495,2019,0
0001710495,2023,0
0001710495,2024,0
0001710495,2025,0
0001711141,2025,0
0001712463,2018,0
0001712762,2022,0
0001712762,2025,0
0001715819,2021,0
0001715819,2022,0
0001715819,2023,0
0001716621,2019,0
0001716621,2020,0
0001716621,2021,0
0001716621,2022,0
0001716621,2023,0
0001716621,2024,0
0001716621,2025,0
0001716947,2021,0
0001716947,2022,0
0001718500,2018,0
0001718500,2020,0
0001718500,2022,0
0001718939,2021,0
0001718939,2022,0
0001718939,2023,0
0001718939,2024,0
0001718939,2025,0
0001719406,2022,0
0001719406,2023,0
0001719406,2024,0
0001719406,2025,0
0001720424,2026,0
0001721484,2023,0
0001721484,2024,0
0001721484,2025,0
0001725911,2018,0
0001725911,2019,0
0001725911,2020,0
0001725911,2021,0
0001725911,2022,0
0001725911,2023,0
0001725911,2024,0
0001725911,2025,0
0001726079,2020,0
0001726079,2021,0
0001726079,2022,0
0001726079,2023,0
0001726079,2024,0
0001726711,2021,0
0001726711,2023,0
0001726711,2024,0
0001726711,2025,0
0001729427,2021,0
0001729427,2024,0
0001729427,2025,0
0001730168,2018,0
0001730168,2020,0
0001730168,2021,0
0001730168,2025,0
0001730430,2018,0
0001730430,2019,0
0001730430,2020,0
0001730430,2021,0
0001730430,2022,0
0001730430,2023,0
0001730430,2024,0
0001730430,2025,0
0001733861,2022,0
0001733861,2023,0
0001733861,2024,0
0001733861,2025,0
0001734750,2021,0
0001734750,2022,0
0001734750,2023,0
0001734750,2024,0
0001735707,2020,0
0001735707,2021,0
0001736243,2022,0
0001736243,2023,0
0001736243,2024,0
0001736243,2025,0
0001736730,2024,0
0001737995,2023,0
0001737995,2024,0
0001739174,2023,0
0001739174,2024,0
0001739174,2025,0
0001739566,2019,0
0001741603,2022,0
0001743745,2021,0
0001743745,2022,0
0001743745,2024,0
0001743745,2025,0
0001743881,2024,0
0001744494,2019,0
0001744494,2021,0
0001744494,2022,0
0001744494,2023,0
0001744494,2024,0
0001749723,2024,0
0001749723,2025,0
0001751707,2021,0
0001751707,2022,0
0001751707,2023,0
0001751707,2024,0
0001751707,2025,0
0001752828,2020,0
0001752828,2021,0
0001752828,2022,0
0001752828,2023,0
0001753539,2020,0
0001753539,2021,0
0001753539,2024,0
0001754068,2021,0
0001754068,2023,0
0001754068,2024,0
0001755953,2021,0
0001755953,2022,0
0001755953,2023,0
0001755953,2024,0
0001756064,2025,0
0001757499,2023,0
0001758009,2018,0
0001758009,2022,0
0001758009,2023,0
0001758009,2024,0
0001758488,2020,0
0001758699,2021,0
0001758699,2022,0
0001758699,2023,0
0001758699,2024,0
0001758699,2025,0
0001758766,2020,0
0001758766,2021,0
0001758766,2022,0
0001758766,2023,0
0001758766,2024,0
0001758766,2025,0
0001759138,2024,0
0001759138,2025,0
0001760689,2023,0
0001760689,2024,0
0001760689,2025,0
0001762239,2021,0
0001762239,2022,0
0001762239,2023,0
0001762239,2024,0
0001762239,2025,0
0001762303,2025,0
0001763329,2019,0
0001763329,2020,0
0001763329,2021,0
0001763329,2022,0
0001763329,2023,0
0001763329,2024,0
0001763329,2025,0
0001763660,2023,0
0001763660,2024,0
0001763660,2025,0
0001763950,2022,0
0001763950,2023,0
0001763950,2024,0
0001763950,2025,0
0001769624,2020,0
0001769624,2022,0
0001769624,2023,0
0001769624,2024,0
0001769624,2025,0
0001770121,2024,0
0001770121,2025,0
0001771910,2023,0
0001771995,2023,0
0001771995,2024,0
0001771995,2025,0
0001772720,2025,0
0001773751,2021,0
0001773751,2022,0
0001773751,2024,0
0001773751,2025,0
0001774857,2024,0
0001774857,2025,0
0001777319,2022,0
0001777319,2023,0
0001777319,2025,0
0001780312,2023,0
0001780312,2024,0
0001781162,2023,0
0001781162,2024,0
0001781162,2025,0
0001782107,2023,0
0001782107,2024,0
0001782107,2025,0
0001784535,2024,0
0001785173,2019,0
0001785173,2020,0
0001785173,2021,0
0001785173,2022,0
0001786248,2025,0
0001786471,2025,0
0001787400,2020,0
0001787400,2021,0
0001787400,2022,0
0001787400,2023,0
0001787400,2024,0
0001787400,2025,0
0001789192,2019,0
0001789192,2020,0
0001792580,2019,0
0001792789,2023,0
0001792849,2020,0
0001792941,2020,0
0001792941,2021,0
0001792941,2022,0
0001794783,2022,0
0001795250,2024,0
0001796280,2021,0
0001796514,2023,0
0001798562,2022,0
0001798562,2023,0
0001798562,2024,0
0001798562,2025,0
0001799011,2023,0
0001799011,2024,0
0001799011,2025,0
0001800315,2024,0
0001800315,2025,0
0001800373,2020,0
0001800373,2021,0
0001800373,2022,0
0001800373,2023,0
0001800373,2024,0
0001802450,2021,0
0001802450,2022,0
0001802450,2023,0
0001802450,2024,0
0001803901,2020,0
0001803914,2023,0
0001803914,2025,0
0001805077,2020,0
0001805077,2021,0
0001805077,2022,0
0001805077,2023,0
0001805077,2024,0
0001805077,2025,0
0001805526,2024,0
0001805651,2020,0
0001806952,2021,0
0001806952,2022,0
0001806952,2023,0
0001806952,2024,0
0001806952,2025,0
0001807616,2023,0
0001807689,2025,0
0001807765,2021,0
0001808220,2025,0
0001809750,2022,0
0001809750,2023,0
0001809750,2024,0
0001809750,2025,0
0001809987,2023,0
0001809987,2024,0
0001810560,2022,0
0001810560,2023,0
0001810560,2024,0
0001810560,2025,0
0001811115,2023,0
0001811115,2024,0
0001811999,2020,0
0001811999,2021,0
0001811999,2022,0
0001811999,2023,0
0001811999,2024,0
0001811999,2025,0
0001812360,2023,0
0001812360,2024,0
0001812360,2025,0
0001814114,2021,0
0001814114,2022,0
0001814114,2023,0
0001814114,2024,0
0001814114,2025,0
0001814215,2021,0
0001814215,2022,0
0001814215,2023,0
0001814215,2024,0
0001814215,2025,0
0001814287,2021,0
0001814287,2022,0
0001814287,2023,0
0001814287,2025,0
0001815903,2022,0
0001815903,2023,0
0001815903,2024,0
0001815903,2025,0
0001816017,2020,0
0001816017,2024,0
0001816017,2025,0
0001816581,2020,0
0001816581,2021,0
0001816708,2022,0
0001816708,2023,0
0001816708,2024,0
0001816708,2025,0
0001817004,2021,0
0001817004,2022,0
0001817004,2023,0
0001817004,2025,0
0001817229,2020,0
0001817229,2021,0
0001817229,2022,0
0001817229,2023,0
0001817229,2024,0
0001817511,2024,0
0001818331,2021,0
0001818331,2022,0
0001818331,2023,0
0001818331,2024,0
0001818382,2025,0
0001819253,2021,0
0001819404,2020,0
0001819438,2020,0
0001819438,2021,0
0001819438,2023,0
0001819438,2024,0
0001819438,2025,0
0001819493,2023,0
0001819493,2024,0
0001819493,2025,0
0001819576,2020,0
0001819576,2021,0
0001819576,2022,0
0001819576,2023,0
0001819576,2024,0
0001819989,2021,0
0001819989,2022,0
0001819989,2023,0
0001819989,2024,0
0001820190,2021,0
0001820190,2022,0
0001820190,2023,0
0001820190,2024,0
0001820190,2025,0
0001820872,2021,0
0001821586,2021,0
0001821586,2022,0
0001822791,2021,0
0001822791,2022,0
0001822791,2023,0
0001822791,2024,0
0001822791,2025,0
0001822966,2021,0
0001822966,2022,0
0001822966,2023,0
0001823584,2021,0
0001823584,2022,0
0001823584,2023,0
0001823587,2020,0
0001823652,2020,0
0001823652,2021,0
0001824502,2025,0
0001824893,2021,0
0001824893,2022,0
0001824893,2023,0
0001824893,2024,0
0001824893,2025,0
0001824920,2020,0
0001825024,2020,0
0001825079,2023,0
0001825079,2024,0
0001825079,2025,0
0001825452,2022,0
0001825452,2023,0
0001825452,2024,0
0001825452,2025,0
0001826667,2021,0
0001826667,2022,0
0001826667,2023,0
0001826667,2024,0
0001826667,2025,0
0001827635,2025,0
0001828536,2021,0
0001828536,2022,0
0001828536,2024,0
0001828536,2025,0
0001828673,2023,0
0001828673,2024,0
0001828673,2025,0
0001828972,2023,0
0001828972,2024,0
0001828972,2025,0
0001829247,2024,0
0001829247,2025,0
0001829794,2021,0
0001829794,2022,0
0001829794,2023,0
0001829794,2024,0
0001829794,2025,0
0001829802,2020,0
0001829802,2021,0
0001829802,2024,0
0001829802,2025,0
0001829864,2021,0
0001830033,2022,0
0001830033,2023,0
0001830033,2024,0
0001830033,2025,0
0001831097,2021,0
0001831097,2023,0
0001831097,2024,0
0001831097,2025,0
0001831359,2021,0
0001831359,2022,0
0001831359,2023,0
0001831359,2024,0
0001831359,2025,0
0001831979,2024,0
0001831979,2025,0
0001832161,2021,0
0001832161,2022,0
0001832487,2020,0
0001832487,2021,0
0001832487,2022,0
0001832487,2023,0
0001832487,2024,0
0001833214,2022,0
0001833214,2023,0
0001833214,2024,0
0001834032,2021,0
0001834032,2022,0
0001834032,2023,0
0001834032,2024,0
0001834032,2025,0
0001834526,2024,0
0001834526,2025,0
0001835856,2022,0
0001835856,2023,0
0001837014,2021,0
0001837014,2022,0
0001837240,2021,0
0001837254,2025,0
0001837774,2021,0
0001837774,2022,0
0001837774,2023,0
0001837774,2024,0
0001837774,2025,0
0001838163,2021,0
0001838163,2022,0
0001838163,2023,0
0001838163,2024,0
0001838359,2021,0
0001838987,2021,0
0001838987,2022,0
0001838987,2024,0
0001838987,2025,0
0001839140,2025,0
0001839285,2023,0
0001839285,2024,0
0001839341,2022,0
0001839341,2023,0
0001839341,2024,0
0001839530,2022,0
0001839530,2023,0
0001839530,2024,0
0001840102,2021,0
0001840102,2022,0
0001840102,2023,0
0001840102,2024,0
0001840102,2025,0
0001840229,2023,0
0001840229,2024,0
0001840229,2025,0
0001840233,2023,0
0001840233,2024,0
0001840425,2022,0
0001840425,2023,0
0001840425,2024,0
0001840425,2025,0
0001840439,2022,0
0001840439,2023,0
0001840439,2024,0
0001840439,2025,0
0001840780,2021,0
0001840780,2022,0
0001840780,2023,0
0001840780,2024,0
0001840780,2025,0
0001841387,2021,0
0001841387,2023,0
0001841387,2024,0
0001841425,2021,0
0001841666,2021,0
0001841666,2022,0
0001841666,2025,0
0001842556,2021,0
0001842556,2023,0
0001842566,2021,0
0001842566,2023,0
0001842566,2024,0
0001842566,2025,0
0001842939,2021,0
0001842939,2022,0
0001842939,2023,0
0001842939,2024,0
0001842939,2025,0
0001842952,2023,0
0001843165,2023,0
0001843165,2024,0
0001843165,2025,0
0001843714,2022,0
0001843714,2023,0
0001843714,2024,0
0001843724,2021,0
0001843724,2023,0
0001843724,2024,0
0001843724,2025,0
0001843973,2021,0
0001843973,2022,0
0001843973,2023,0
0001844417,2022,0
0001844417,2024,0
0001844417,2025,0
0001844505,2021,0
0001844505,2022,0
0001844505,2025,0
0001844862,2021,0
0001844971,2022,0
0001844971,2023,0
0001844971,2024,0
0001844971,2025,0
0001845149,2022,0
0001845149,2023,0
0001845149,2024,0
0001845437,2022,0
0001846084,2021,0
0001846084,2022,0
0001846084,2023,0
0001846084,2024,0
0001846084,2025,0
0001846235,2023,0
0001846235,2024,0
0001846235,2025,0
0001846235,2026,0
0001847064,2022,0
0001847367,2024,0
0001848898,2021,0
0001848898,2023,0
0001849056,2021,0
0001849056,2022,0
0001849056,2023,0
0001849056,2024,0
0001849056,2025,0
0001849221,2024,0
0001849221,2025,0
0001849635,2021,0
0001849635,2022,0
0001849635,2023,0
0001849820,2021,0
0001849820,2023,0
0001849820,2024,0
0001849820,2025,0
0001850059,2024,0
0001850059,2025,0
0001850270,2021,0
0001850270,2022,0
0001850902,2022,0
0001850902,2023,0
0001850902,2024,0
0001851909,2021,0
0001851909,2022,0
0001851909,2023,0
0001851909,2024,0
0001851909,2025,0
0001851959,2021,0
0001851959,2022,0
0001851959,2023,0
0001851959,2024,0
0001851959,2025,0
0001851961,2021,0
0001851961,2022,0
0001851961,2023,0
0001851961,2024,0
0001851961,2025,0
0001852207,2025,0
0001852353,2022,0
0001852353,2023,0
0001852353,2024,0
0001852767,2021,0
0001852767,2022,0
0001852973,2021,0
0001852973,2023,0
0001852973,2024,0
0001852973,2025,0
0001853138,2023,0
0001853138,2024,0
0001853138,2025,0
0001853816,2021,0
0001853816,2022,0
0001853816,2023,0
0001853816,2024,0
0001853816,2025,0
0001853962,2024,0
0001854149,2024,0
0001854149,2025,0
0001854368,2025,0
0001854445,2021,0
0001854445,2022,0
0001854445,2023,0
0001854445,2024,0
0001854463,2021,0
0001854463,2022,0
0001854463,2023,0
0001854463,2025,0
0001854480,2021,0
0001854480,2022,0
0001854480,2023,0
0001854480,2025,0
0001854816,2022,0
0001854816,2023,0
0001854816,2024,0
0001854816,2025,0
0001854816,2026,0
0001854963,2022,0
0001854963,2024,0
0001854963,2025,0
0001854964,2024,0
0001854964,2025,0
0001855447,2021,0
0001855447,2022,0
0001855447,2024,0
0001855447,2025,0
0001855467,2021,0
0001855467,2022,0
0001855467,2024,0
0001855474,2022,0
0001855474,2023,0
0001855474,2025,0
0001855485,2021,0
0001855485,2022,0
0001855485,2023,0
0001855485,2025,0
0001855509,2025,0
0001855644,2021,0
0001855644,2023,0
0001855644,2025,0
0001857910,2022,0
0001857910,2023,0
0001857910,2024,0
0001858007,2023,0
0001858007,2024,0
0001858681,2022,0
0001858681,2024,0
0001858685,2023,0
0001858685,2025,0
0001859035,2023,0
0001859035,2024,0
0001859035,2025,0
0001859199,2024,0
0001859199,2025,0
0001859807,2023,0
0001859807,2025,0
0001860782,2021,0
0001860782,2022,0
0001860782,2023,0
0001860782,2024,0
0001861123,2025,0
0001862150,2021,0
0001862150,2022,0
0001862463,2021,0
0001862463,2022,0
0001862463,2024,0
0001865111,2021,0
0001865111,2022,0
0001865111,2023,0
0001865248,2022,0
0001865248,2023,0
0001865248,2025,0
0001865248,2026,0
0001865468,2022,0
0001865468,2023,0
0001865494,2021,0
0001865494,2022,0
0001865494,2023,0
0001865494,2024,0
0001865506,2021,0
0001865506,2022,0
0001865506,2024,0
0001865506,2025,0
0001866226,2021,0
0001866226,2023,0
0001866226,2024,0
0001866226,2025,0
0001866838,2025,0
0001868419,2022,0
0001868419,2023,0
0001868419,2024,0
0001868419,2025,0
0001868640,2021,0
0001868640,2022,0
0001868640,2024,0
0001869601,2022,0
0001869601,2023,0
0001871181,2022,0
0001871181,2023,0
0001871181,2024,0
0001871638,2022,0
0001871638,2023,0
0001871638,2024,0
0001871638,2025,0
0001872228,2025,0
0001874252,2025,0
0001874315,2024,0
0001874315,2025,0
0001876716,2022,0
0001876716,2023,0
0001877461,2021,0
0001877461,2022,0
0001877461,2023,0
0001877461,2024,0
0001877461,2025,0
0001877557,2021,0
0001877557,2022,0
0001877557,2023,0
0001877557,2024,0
0001878848,2025,0
0001878897,2021,0
0001878897,2024,0
0001878897,2025,0
0001879016,2024,0
0001879016,2025,0
0001879293,2022,0
0001879293,2023,0
0001879293,2024,0
0001879293,2025,0
0001879814,2022,0
0001879814,2023,0
0001879814,2024,0
0001879814,2025,0
0001880431,2023,0
0001880431,2024,0
0001881487,2022,0
0001881487,2023,0
0001882198,2022,0
0001882198,2024,0
0001882198,2025,0
0001883814,2025,0
0001884046,2023,0
0001884046,2024,0
0001884046,2025,0
0001884164,2021,0
0001884164,2022,0
0001884164,2023,0
0001884164,2024,0
0001886362,2024,0
0001886362,2025,0
0001888654,2022,0
0001888654,2023,0
0001888654,2024,0
0001888654,2025,0
0001889123,2025,0
0001889983,2025,0
0001890361,2024,0
0001890361,2025,0
0001892292,2024,0
0001892492,2023,0
0001892492,2024,0
0001892747,2024,0
0001892747,2025,0
0001894525,2025,0
0001894954,2022,0
0001894954,2023,0
0001894954,2024,0
0001894954,2025,0
0001897245,2024,0
0001897245,2025,0
0001897463,2024,0
0001897463,2025,0
0001898766,2023,0
0001898766,2024,0
0001898766,2025,0
0001901336,2023,0
0001901336,2024,0
0001901336,2025,0
0001903595,2024,0
0001903595,2025,0
0001904286,2023,0
0001904286,2024,0
0001904286,2025,0
0001905956,2022,0
0001905956,2023,0
0001905956,2024,0
0001905956,2025,0
0001907223,2023,0
0001907982,2022,0
0001907982,2023,0
0001907982,2024,0
0001910975,2023,0
0001910975,2024,0
0001910975,2025,0
0001910975,2026,0
0001911545,2023,0
0001911545,2024,0
0001911545,2025,0
0001913577,2022,0
0001913577,2023,0
0001913577,2025,0
0001915328,2022,0
0001915328,2023,0
0001915328,2024,0
0001915328,2025,0
0001918102,2022,0
0001918102,2023,0
0001918102,2024,0
0001918102,2025,0
0001918414,2025,0
0001921865,2022,0
0001921865,2023,0
0001930021,2024,0
0001930021,2025,0
0001935979,2022,0
0001935979,2023,0
0001935979,2024,0
0001935979,2025,0
0001936224,2023,0
0001936224,2024,0
0001937891,2023,0
0001937891,2024,0
0001937926,2024,0
0001937993,2022,0
0001937993,2024,0
0001938046,2023,0
0001938046,2024,0
0001938046,2025,0
0001938338,2022,0
0001938338,2023,0
0001938338,2024,0
0001938338,2025,0
0001940243,2025,0
0001941029,2025,0
0001946021,2022,0
0001946021,2023,0
0001946021,2024,0
0001946021,2025,0
0001946563,2025,0
0001947861,2023,0
0001947861,2024,0
0001947861,2025,0
0001948864,2024,0
0001948864,2025,0
0001949864,2024,0
0001949864,2025,0
0001953984,2025,0
0001956439,2025,0
0001956648,2025,0
0001956955,2023,0
0001959023,2023,0
0001959023,2025,0
0001961847,2023,0
0001963088,2023,0
0001963088,2025,0
0001964979,2023,0
0001964979,2024,0
0001964979,2025,0
0001965052,2024,0
0001965052,2025,0
0001966983,2024,0
0001966983,2025,0
0001969475,2023,0
0001970622,2023,0
0001970622,2024,0
0001971532,2023,0
0001971532,2024,0
0001971532,2025,0
0001972234,2025,0
0001973056,2023,0
0001973056,2024,0
0001974640,2023,0
0001974640,2024,0
0001974640,2025,0
0001975940,2025,0
0001976663,2024,0
0001976663,2025,0
0001978111,2024,0
0001978111,2025,0
0001978528,2023,0
0001978528,2024,0
0001978528,2025,0
0001979414,2025,0
0001980295,2024,0
0001980295,2025,0
0001980845,2023,0
0001980845,2024,0
0001980845,2025,0
0001984086,2024,0
0001989788,2024,0
0001989788,2025,0
0001990446,2023,0
0001990446,2024,0
0001994373,2024,0
0001994373,2025,0
0001994582,2024,0
0001994582,2025,0
0001994624,2024,0
0001997296,2024,0
0001997296,2025,0
0001997652,2024,0
0001997652,2025,0
0002000410,2024,0
0002002038,2024,0
0002006291,2024,0
0002006291,2025,0
0002006815,2024,0
0002006815,2025,0
0002007825,2025,0
0002010653,2024,0
0002010653,2025,0
0002010930,2025,0
0002012318,2025,0
0002012807,2024,0
0002012807,2025,0
0002013807,2024,0
0002013807,2025,0
0002014982,2025,0
0002015502,2025,0
0002015947,2025,0
0002015955,2025,0
0002016072,2025,0
0002016221,2024,0
0002017526,2025,0
0002017950,2024,0
0002018145,2024,0
0002018145,2025,0
0002020385,2025,0
0002022308,2024,0
0002022308,2025,0
0002022416,2024,0
0002022416,2025,0
0002023016,2025,0
0002023730,2024,0
0002023730,2025,0
0002024203,2024,0
0002024203,2025,0
0002024459,2024,0
0002024459,2025,0
0002024460,2025,0
0002025341,2025,0
0002026767,2025,0
0002028027,2025,0
0002028201,2024,0
0002028201,2025,0
0002028336,2024,0
0002028336,2025,0
0002028355,2024,0
0002028355,2025,0
0002028614,2024,0
0002028614,2025,0
0002028699,2025,0
0002028935,2024,0
0002028935,2025,0
0002029976,2025,0
0002030482,2025,0
0002030829,2025,0
0002032341,2025,0
0002032528,2024,0
0002032528,2025,0
0002032950,2024,0
0002032950,2025,0
0002033383,2025,0
0002033991,2025,0
0002034288,2025,0
0002034334,2025,0
0002035016,2024,0
0002035016,2025,0
0002035173,2025,0
0002036042,2024,0
0002036042,2025,0
0002038564,2025,0
0002039273,2025,0
0002040381,2025,0
0002040475,2025,0
0002043630,2025,0
0002043766,2025,0
0002044725,2025,0
0002045473,2025,0
0002047455,2025,0
0002047497,2025,0
0002048951,2025,0
0002049248,2025,0
0002049662,2025,0
0002050501,2025,0
0002051380,2025,0
0002052161,2025,0
0002052162,2025,0
0002052547,2025,0
0002053641,2025,0
0002053799,2025,0
0002054272,2025,0
0002056634,2025,0
0002059165,2025,0
0002063816,2025,0
0002064355,2025,0
0002065779,2025,0
0002067592,2025,0
0002068454,2025,0
0002069856,2025,0
0002070849,2025,0
0002070900,2026,0
0002071288,2025,0
0002071778,2025,0
0002072404,2025,0
0002073553,2025,0
0002074850,2025,0
0002075320,2025,0
0002075336,2025,0
0002076163,2025,0
0002077709,2025,0
0002079173,2025,0
0002080019,2025,0
0002081909,2025,0
0002082542,2025,0
0002083689,2025,0
0002087087,2025,0
0002089982,2025,0
