cik,fiscal_year,enforced
0001218683,2017,0
0001218683,2019,0
0001218683,2021,0
0001218683,2024,0
0001218683,2025,0
0001224608,2016,0
0001224608,2020,0
0001224608,2021,0
0001227636,2023,0
0001227636,2024,0
0001227636,2025,0
0001231457,2022,0
0001232582,2016,0
0001232582,2020,0
0001232582,2025,0
0001234006,2016,0
0001236275,2016,0
0001259429,2016,0
0001262104,2016,0
0001262104,2017,0
0001262823,2016,0
0001263364,2019,0
0001263364,2020,0
0001263364,2021,0
0001265521,2023,0
0001265521,2024,0
0001265521,2025,0
0001267238,2020,0
0001267238,2021,0
0001267238,2023,0
0001267395,2014,0
0001267395,2016,0
0001267395,2017,0
0001275014,2016,0
0001275101,2016,0
0001278752,2016,0
0001278752,2017,0
0001279620,2016,0
0001279620,2025,0
0001279704,2016,0
0001279704,2017,0
0001279704,2018,0
0001279704,2019,0
0001279704,2022,0
0001279704,2023,0
0001279704,2024,0
0001279704,2025,0
0001279715,2016,0
0001279715,2025,0
0001280263,2017,0
0001280776,2016,0
0001280776,2017,0
0001280776,2018,0
0001280776,2019,0
0001280776,2021,0
0001280776,2024,0
0001282224,2017,0
0001282224,2018,0
0001282224,2019,0
0001282224,2020,0
0001282224,2021,0
0001282631,2016,0
0001283699,2016,0
0001285550,2016,0
0001285550,2018,0
0001285550,2021,0
0001285550,2022,0
0001285550,2023,0
0001285550,2024,0
0001285550,2025,0
0001286613,2016,0
0001286613,2021,0
0001286613,2022,0
0001286613,2023,0
0001286613,2024,0
0001286613,2025,0
0001288847,2016,0
0001289223,2011,0
0001289701,2010,1
0001295514,2021,0
0001295514,2022,0
0001295514,2023,0
0001295514,2024,0
0001295810,2016,0
0001295810,2020,0
0001295810,2022,0
0001295810,2023,0
0001295810,2025,0
0001304409,2015,0
0001304409,2016,0
0001304409,2017,0
0001304409,2018,0
0001304409,2019,0
0001304409,2021,0
0001304409,2024,0
0001308027,2021,0
0001308027,2022,0
0001308027,2023,0
0001308027,2024,0
0001308027,2025,0
0001308547,2017,0
0001310488,2017,0
0001310488,2018,0
0001310488,2019,0
0001310488,2020,0
0001310488,2021,0
0001310488,2022,0
0001310488,2023,0
0001310488,2024,0
0001310488,2025,0
0001314196,2018,0
0001314196,2024,0
0001316835,2016,0
0001318605,2016,0
0001319161,2016,0
0001320350,2022,0
0001320947,2014,1
0001320947,2015,1
0001321741,2017,0
0001324948,2017,0
0001325702,2016,0
0001325964,2016,0
0001326110,2017,0
0001326110,2018,0
0001326110,2019,0
0001326110,2020,0
0001326110,2021,0
0001326110,2023,0
0001326110,2024,0
0001326110,2025,0
0001326200,2016,0
0001326200,2017,0
0001326200,2018,0
0001326200,2019,0
0001326200,2020,0
0001326200,2024,0
0001326200,2025,0
0001326396,2012,1
0001326396,2013,1
0001326396,2015,1
0001327273,2021,0
0001327273,2022,0
0001327273,2023,0
0001327273,2024,0
0001327273,2025,0
0001327688,2017,0
0001327688,2018,0
0001329606,2016,0
0001329606,2017,0
0001329606,2018,0
0001329606,2022,0
0001329606,2024,0
0001329606,2025,0
0001331421,2022,0
0001331421,2023,0
0001331421,2024,0
0001331421,2025,0
0001332551,2016,0
0001334933,2017,0
0001335190,2014,1
0001335190,2015,1
0001341766,2021,1
0001341766,2022,1
0001342916,2023,0
0001342916,2024,0
0001342916,2025,0
0001343465,2015,0
0001343465,2017,0
0001343465,2018,0
0001343465,2020,0
0001343465,2021,0
0001343465,2022,0
0001345126,2025,0
0001347178,2016,0
0001347858,2020,0
0001347858,2023,0
0001347858,2024,0
0001347858,2025,0
0001349706,2021,0
0001349706,2022,0
0001349706,2023,0
0001349976,2012,0
0001350102,2016,0
0001350102,2017,0
0001350102,2018,0
0001350102,2020,0
0001350102,2021,0
0001350102,2022,0
0001350102,2023,0
0001350102,2024,0
0001350102,2025,0
0001350653,2016,0
0001350653,2019,0
0001355096,2025,0
0001355790,2016,0
0001355790,2017,0
0001355790,2018,0
0001355790,2019,0
0001355790,2022,0
0001355790,2023,0
0001355790,2024,0
0001355790,2025,0
0001356090,2016,0
0001356090,2018,0
0001356090,2019,0
0001356090,2020,0
0001356090,2023,0
0001356090,2024,0
0001356090,2025,0
0001356093,2022,0
0001356093,2023,0
0001356093,2024,0
0001356093,2025,0
0001358633,2016,0
0001358633,2017,0
0001358633,2018,0
0001358633,2020,0
0001358633,2021,0
0001358633,2022,0
0001358633,2023,0
0001358633,2024,0
0001358633,2025,0
0001360334,2010,0
0001360334,2011,0
0001360334,2012,0
0001360334,2016,0
0001360442,2016,0
0001360442,2017,0
0001360442,2018,0
0001360442,2019,0
0001360442,2020,0
0001360442,2021,0
0001360442,2022,0
0001360442,2023,0
0001360442,2024,0
0001360442,2025,0
0001361538,2016,0
0001361658,2016,0
0001361658,2017,0
0001362516,2016,0
0001362516,2017,0
0001362516,2018,0
0001362516,2019,0
0001362988,2016,0
0001363598,2010,0
0001366868,2016,0
0001367993,2025,0
0001368514,2016,0
0001368514,2017,0
0001368514,2020,0
0001368514,2021,0
0001370637,2016,0
0001370946,2016,0
0001372299,2016,0
0001372299,2017,0
0001372299,2018,0
0001372299,2019,0
0001372299,2020,0
0001372299,2021,0
0001372299,2022,0
0001372299,2023,0
0001372299,2024,0
0001372414,2014,0
0001374310,2021,0
0001374310,2022,0
0001374339,2022,0
0001374339,2023,0
0001374339,2024,0
0001374339,2025,0
0001375365,2017,0
0001376321,2021,0
0001376321,2022,0
0001376321,2023,0
0001376321,2024,0
0001376321,2025,0
0001376339,2018,0
0001376339,2019,0
0001376339,2020,0
0001376339,2021,0
0001376339,2022,0
0001376793,2020,0
0001376793,2021,0
0001376793,2022,0
0001376793,2023,0
0001376793,2024,0
0001376793,2025,0
0001376986,2017,0
0001377121,2016,0
0001377167,2012,0
0001377167,2013,0
0001377167,2014,0
0001377167,2015,0
0001377167,2021,0
0001377630,2020,0
0001377630,2021,0
0001377630,2022,0
0001377789,2016,0
0001378140,2016,0
0001378140,2017,0
0001378140,2018,0
0001378140,2019,0
0001378140,2020,0
0001378325,2025,0
0001379006,2016,0
0001379006,2022,0
0001379006,2023,0
0001379006,2024,0
0001379006,2025,0
0001380277,2010,1
0001380277,2012,1
0001380277,2015,1
0001382219,2011,0
0001382219,2012,0
0001382219,2013,0
0001382219,2014,0
0001382219,2015,0
0001384365,2010,0
0001384365,2011,0
0001384365,2012,0
0001384365,2013,0
0001384365,2014,0
0001384365,2015,0
0001385799,2010,0
0001385799,2011,0
0001385799,2012,0
0001385799,2013,0
0001385799,2014,0
0001385799,2020,0
0001386570,2020,0
0001387467,2016,0
0001388658,2016,0
0001388658,2020,0
0001388658,2021,0
0001391135,2016,0
0001391135,2017,0
0001391135,2018,0
0001391135,2019,0
0001391135,2020,0
0001391135,2021,0
0001391135,2022,0
0001391135,2023,0
0001391135,2024,0
0001391135,2025,0
0001393311,2016,0
0001393781,2020,0
0001393781,2021,0
0001393781,2022,0
0001393781,2023,0
0001393781,2025,0
0001395848,2015,0
0001395848,2016,0
0001395937,2016,0
0001396009,2016,0
0001396536,2016,0
0001396536,2017,0
0001396536,2018,0
0001396536,2019,0
0001396536,2020,0
0001396536,2021,0
0001396536,2022,0
0001396536,2023,0
0001396536,2024,0
0001396536,2025,0
0001397183,2013,0
0001397183,2021,0
0001397795,2010,0
0001397795,2012,0
0001397795,2020,0
0001397795,2021,0
0001397795,2024,0
0001399352,2013,1
0001399352,2014,1
0001399352,2015,1
0001399352,2016,1
0001399352,2017,1
0001399352,2018,1
0001399352,2019,1
0001399352,2020,1
0001399352,2021,1
0001399352,2022,1
0001400891,2016,0
0001400891,2017,0
0001400891,2018,0
0001400891,2019,0
0001401040,2019,0
0001401667,2016,0
0001401667,2017,0
0001401667,2018,0
0001401835,2016,0
0001401835,2017,0
0001401835,2018,0
0001401835,2022,0
0001401835,2023,0
0001401835,2024,0
0001401835,2025,0
0001402436,2016,0
0001402436,2017,0
0001402829,2021,0
0001402829,2022,0
0001402829,2023,0
0001402829,2024,0
0001404593,2010,0
0001404593,2011,0
0001404912,2016,0
0001408198,2016,0
0001408597,2010,0
0001408597,2011,0
0001408710,2016,0
0001409375,2017,0
0001409493,2016,0
0001409970,2016,0
0001410428,2018,0
0001410428,2019,0
0001410428,2020,0
0001410428,2024,0
0001410428,2025,0
0001410738,2023,0
0001411690,2018,0
0001411690,2019,0
0001411690,2020,0
0001411690,2022,0
0001411690,2023,0
0001411690,2024,0
0001411690,2025,0
0001412126,2016,0
0001412126,2017,0
0001412126,2023,0
0001412126,2024,0
0001412126,2025,0
0001414767,2017,0
0001414767,2018,0
0001414767,2024,0
0001414767,2025,0
0001414932,2017,0
0001415404,2023,0
0001415404,2025,0
0001415744,2016,0
0001415744,2022,0
0001415744,2023,0
0001415744,2024,0
0001415744,2025,0
0001416697,2014,0
0001416697,2016,0
0001416697,2017,0
0001416697,2019,0
0001416697,2020,0
0001416697,2021,0
0001416697,2022,0
0001416697,2023,0
0001416697,2024,0
0001418135,2016,0
0001419041,2018,0
0001419041,2019,0
0001419041,2020,0
0001419041,2021,0
0001419041,2022,0
0001419041,2023,0
0001419041,2024,0
0001419041,2025,0
0001419275,2016,0
0001419275,2017,0
0001419275,2018,0
0001419275,2019,0
0001419275,2020,0
0001419275,2023,0
0001419275,2024,0
0001419275,2025,0
0001419554,2016,0
0001419554,2020,0
0001419554,2021,0
0001419554,2022,0
0001419554,2023,0
0001419554,2024,0
0001419793,2016,0
0001419793,2018,0
0001419793,2020,0
0001419793,2021,0
0001419793,2022,0
0001419793,2023,0
0001419793,2025,0
0001420108,2010,0
0001420108,2011,0
0001420108,2012,0
0001420108,2013,0
0001420108,2014,0
0001420108,2015,0
0001420108,2016,0
0001420520,2021,0
0001420520,2022,0
0001420520,2023,0
0001420520,2024,0
0001420520,2025,0
0001420525,2014,0
0001421901,2010,0
0001421901,2011,0
0001421901,2013,0
0001421901,2014,0
0001422142,2016,0
0001422142,2017,0
0001422892,2025,1
0001424864,2016,0
0001424864,2017,0
0001424864,2020,0
0001424864,2021,0
0001424864,2022,0
0001424864,2023,0
0001424864,2024,0
0001424864,2025,0
0001429393,2016,0
0001429393,2017,0
0001429393,2018,0
0001429393,2019,0
0001429393,2020,0
0001429393,2021,0
0001429393,2022,0
0001429393,2023,0
0001429393,2024,0
0001429393,2025,0
0001429764,2016,0
0001431888,2012,0
0001431888,2013,0
0001433551,2021,0
0001433607,2016,0
0001433607,2017,0
0001433607,2018,0
0001433607,2019,0
0001433607,2022,0
0001433607,2024,0
0001434524,2023,0
0001434647,2016,0
0001434647,2017,0
0001434647,2018,0
0001434647,2019,0
0001434647,2023,0
0001434647,2024,0
0001434743,2011,0
0001434743,2012,0
0001434768,2010,0
0001434868,2016,0
0001435064,2022,0
0001435064,2023,0
0001435181,2019,0
0001435181,2020,0
0001435181,2021,0
0001435181,2022,0
0001437071,2016,0
0001437107,2016,0
0001437107,2017,0
0001437750,2016,0
0001437750,2017,0
0001437750,2018,0
0001437750,2019,0
0001437750,2020,0
0001437750,2021,0
0001437750,2022,0
0001437750,2023,0
0001437750,2024,0
0001437750,2025,0
0001438461,2016,0
0001438461,2017,0
0001438461,2018,0
0001438461,2019,0
0001438461,2020,0
0001438461,2021,0
0001438461,2022,0
0001438461,2023,0
0001438461,2024,0
0001438461,2025,0
0001438943,2016,0
0001438943,2017,0
0001438943,2018,0
0001438943,2024,0
0001441362,2010,0
0001441362,2011,0
0001441362,2014,0
0001442236,2016,0
0001442492,2016,0
0001442492,2022,0
0001442492,2025,0
0001443818,2010,1
0001443818,2011,1
0001446159,2016,0
0001446159,2017,0
0001446159,2019,0
0001446159,2023,0
0001446159,2024,0
0001446896,2010,0
0001446896,2011,0
0001446896,2012,0
0001446896,2013,0
0001447362,2019,0
0001447362,2023,0
0001448705,2015,0
0001448705,2016,0
0001448705,2017,0
0001448705,2018,0
0001448705,2019,0
0001448705,2020,0
0001448705,2023,0
0001449792,2016,0
0001451448,2014,0
0001451448,2015,0
0001451448,2016,0
0001451448,2017,0
0001451448,2018,0
0001451448,2019,0
0001451448,2021,0
0001451448,2022,0
0001451505,2016,0
0001454124,2010,0
0001454124,2011,0
0001454124,2012,0
0001454124,2017,0
0001459417,2016,0
0001459417,2023,0
0001463101,2016,0
0001463101,2017,0
0001463972,2019,0
0001463972,2023,0
0001463972,2024,0
0001463972,2025,0
0001464423,2016,0
0001465872,2015,1
0001465872,2016,1
0001467761,2022,0
0001467761,2023,0
0001467761,2024,0
0001467761,2025,0
0001469443,2016,0
0001469443,2017,0
0001469443,2018,0
0001469443,2019,0
0001469443,2021,0
0001469443,2022,0
0001469443,2023,0
0001469443,2024,0
0001469443,2025,0
0001471727,2016,0
0001471727,2017,0
0001471727,2018,0
0001471727,2019,0
0001471727,2020,0
0001471727,2021,0
0001471727,2022,0
0001471727,2023,0
0001471727,2024,0
0001471781,2016,0
0001471781,2020,0
0001471781,2022,0
0001471781,2023,0
0001471781,2024,0
0001471781,2025,0
0001474098,2020,0
0001474098,2021,0
0001476150,2016,0
0001477845,2019,0
0001477845,2022,0
0001477845,2023,0
0001477845,2024,0
0001477845,2025,0
0001478535,2011,0
0001478535,2012,0
0001479094,2016,0
0001479615,2024,0
0001479615,2025,0
0001481443,2022,0
0001481443,2023,0
0001481443,2025,0
0001482512,2016,0
0001482541,2016,0
0001482541,2017,0
0001482541,2019,0
0001482541,2020,0
0001482541,2026,0
0001484674,2011,0
0001484674,2012,0
0001484674,2013,0
0001484674,2014,0
0001484769,2021,0
0001484769,2022,0
0001484769,2023,0
0001484769,2024,0
0001486159,2020,0
0001487091,2011,0
0001487091,2012,0
0001487091,2020,0
0001487428,2024,0
0001487428,2025,0
0001488039,2016,0
0001488039,2017,0
0001488039,2018,0
0001488039,2019,0
0001488039,2020,0
0001488039,2021,0
0001488039,2022,0
0001488039,2023,0
0001488039,2024,0
0001488039,2025,0
0001488139,2016,0
0001489393,2016,0
0001490054,2014,0
0001490054,2015,0
0001490054,2016,0
0001490054,2017,0
0001490054,2018,0
0001490054,2019,0
0001490054,2020,0
0001490054,2021,0
0001490054,2022,0
0001490054,2023,0
0001490161,2020,0
0001490161,2021,0
0001490161,2022,0
0001490161,2023,0
0001490161,2024,0
0001490161,2025,0
0001490281,2016,0
0001490281,2017,0
0001490281,2018,0
0001490281,2022,0
0001490281,2023,0
0001490349,2017,0
0001490873,2015,0
0001490873,2016,0
0001490873,2017,0
0001490873,2018,0
0001490873,2019,0
0001490873,2020,0
0001490873,2024,0
0001490873,2025,0
0001490873,2026,0
0001491419,2016,0
0001491419,2017,0
0001491419,2019,0
0001491419,2020,0
0001491419,2021,0
0001491419,2023,0
0001491419,2024,0
0001492091,2014,1
0001492091,2015,1
0001492091,2016,1
0001492091,2017,1
0001492091,2019,1
0001492091,2020,1
0001492091,2021,1
0001492091,2022,1
0001492298,2020,0
0001492298,2021,0
0001493594,2017,0
0001494558,2025,0
0001495240,2016,0
0001495584,2025,0
0001496099,2016,0
0001496690,2011,0
0001496690,2021,0
0001496690,2022,0
0001496690,2023,0
0001497230,2023,0
0001497230,2024,0
0001498067,2016,0
0001498067,2017,0
0001498067,2018,0
0001498148,2017,0
0001498148,2018,0
0001498148,2019,0
0001498148,2020,0
0001498148,2021,0
0001498148,2022,0
0001498148,2024,0
0001498372,2011,0
0001498372,2013,0
0001498372,2021,0
0001498372,2022,0
0001498372,2023,0
0001498372,2024,0
0001498372,2025,0
0001498382,2017,0
0001498382,2018,0
0001498382,2020,0
0001498382,2021,0
0001498382,2022,0
0001498382,2023,0
0001498382,2025,0
0001498710,2024,0
0001498710,2025,0
0001499268,2014,0
0001499268,2015,0
0001500435,2020,0
0001500435,2024,0
0001500435,2025,0
0001503274,2017,0
0001503518,2014,0
0001503518,2015,0
0001503802,2016,0
0001503802,2024,0
0001503802,2025,0
0001504747,2014,1
0001504747,2015,1
0001505155,2016,0
0001505155,2017,0
0001506251,2016,0
0001506251,2017,0
0001506251,2018,0
0001506251,2020,0
0001506251,2023,0
0001506251,2024,0
0001506251,2025,0
0001506307,2016,0
0001506983,2016,0
0001506983,2017,0
0001506983,2022,0
0001507605,2016,0
0001507605,2017,0
0001507605,2018,0
0001507605,2023,0
0001507605,2024,0
0001509470,2016,0
0001509470,2017,0
0001509470,2018,0
0001509470,2019,0
0001509470,2020,0
0001509745,2016,0
0001509745,2017,0
0001509745,2018,0
0001509745,2019,0
0001509745,2020,0
0001509745,2021,0
0001509745,2022,0
0001509745,2023,0
0001509745,2024,0
0001509745,2025,0
0001509957,2016,0
0001509957,2017,0
0001509957,2021,0
0001509957,2022,0
0001509957,2023,0
0001510295,2016,0
0001511337,2016,0
0001512228,2018,0
0001512228,2019,0
0001512228,2020,0
0001512228,2021,0
0001512228,2022,0
0001512228,2023,0
0001512228,2024,0
0001512228,2025,0
0001512762,2016,0
0001512922,2016,0
0001512922,2017,0
0001512922,2018,0
0001512922,2019,0
0001512922,2020,0
0001512922,2021,0
0001512922,2022,0
0001512922,2023,0
0001512922,2024,0
0001512922,2025,0
0001513161,2014,1
0001513761,2020,0
0001513761,2021,0
0001513761,2022,0
0001513761,2023,0
0001513761,2024,0
0001513761,2025,0
0001514732,2014,1
0001514732,2015,1
0001514732,2016,1
0001514732,2017,1
0001514732,2019,1
0001515156,2016,0
0001515156,2020,0
0001515156,2021,0
0001515317,2016,0
0001515317,2017,0
0001515317,2018,0
0001515317,2019,0
0001515317,2021,0
0001515317,2022,0
0001515317,2023,0
0001515317,2024,0
0001515317,2025,0
0001516551,2016,0
0001516551,2017,0
0001516551,2018,0
0001516551,2019,0
0001516551,2020,0
0001516551,2021,0
0001516551,2022,0
0001516551,2025,0
0001519472,2023,0
0001519472,2024,0
0001519472,2025,0
0001520118,2016,0
0001520118,2017,0
0001520118,2018,0
0001520118,2019,0
0001520118,2020,0
0001520118,2021,0
0001520118,2022,0
0001520118,2023,0
0001520118,2024,0
0001520118,2025,0
0001520262,2016,0
0001520262,2020,0
0001520262,2021,0
0001520262,2022,0
0001520262,2023,0
0001520262,2024,0
0001520592,2012,1
0001520592,2013,1
0001520592,2014,1
0001520592,2015,1
0001520592,2016,1
0001521036,2016,0
0001522704,2012,1
0001522704,2013,1
0001522704,2015,1
0001522767,2019,0
0001525306,2016,0
0001525306,2017,0
0001525306,2018,0
0001525306,2020,0
0001525306,2021,0
0001525306,2022,0
0001525306,2023,0
0001525306,2024,0
0001525769,2020,0
0001526113,2016,0
0001526119,2016,0
0001526119,2017,0
0001526119,2018,0
0001526119,2019,0
0001526119,2022,0
0001526119,2023,0
0001526119,2024,0
0001526119,2025,0
0001526185,2012,0
0001527541,2016,0
0001527590,2016,0
0001527599,2016,0
0001527599,2017,0
0001527599,2023,0
0001527599,2024,0
0001527599,2025,0
0001527613,2016,0
0001527613,2017,0
0001527613,2018,0
0001527613,2019,0
0001527613,2022,0
0001528172,2013,0
0001528172,2014,0
0001528172,2015,0
0001528172,2016,0
0001528172,2017,0
0001528172,2018,0
0001528172,2019,0
0001528172,2020,0
0001528172,2021,0
0001528172,2022,0
0001528188,2012,0
0001528188,2022,0
0001528188,2023,0
0001528287,2025,0
0001529113,2017,0
0001529113,2018,0
0001529113,2020,0
0001529113,2023,0
0001529864,2016,0
0001530766,2016,0
0001530766,2017,0
0001530766,2018,0
0001530766,2020,0
0001530766,2021,0
0001530766,2022,0
0001530766,2023,0
0001530766,2024,0
0001530766,2025,0
0001530804,2016,0
0001532390,2014,0
0001532390,2015,0
0001532390,2016,0
0001532390,2017,0
0001532390,2018,0
0001532390,2020,0
0001532390,2021,0
0001532390,2022,0
0001532390,2023,0
0001532619,2023,0
0001532619,2024,0
0001532619,2025,0
0001533040,2016,0
0001533040,2017,0
0001533040,2023,0
0001533040,2024,0
0001533040,2025,0
0001533998,2016,0
0001533998,2018,0
0001533998,2019,0
0001533998,2022,0
0001534154,2016,0
0001534154,2023,0
0001534254,2016,0
0001534708,2019,0
0001534708,2021,0
0001534708,2022,0
0001534708,2024,0
0001534708,2025,0
0001538495,2014,0
0001538495,2015,0
0001538495,2021,0
0001538495,2022,0
0001538495,2023,0
0001539029,2016,0
0001539029,2018,0
0001539029,2019,0
0001539029,2020,0
0001539029,2024,0
0001540684,2016,0
0001540684,2017,0
0001540684,2018,0
0001540684,2020,0
0001540684,2021,0
0001544227,2016,0
0001544227,2021,0
0001544227,2022,0
0001544227,2023,0
0001544227,2024,0
0001544227,2025,0
0001549084,2018,0
0001549084,2019,0
0001549084,2020,0
0001549084,2022,0
0001549084,2023,0
0001549084,2024,0
0001549084,2025,0
0001549595,2020,0
0001549595,2021,0
0001549595,2022,0
0001549595,2023,0
0001549595,2024,0
0001549595,2025,0
0001549631,2016,0
0001549631,2019,0
0001549631,2024,0
0001549631,2025,0
0001550956,2012,0
0001550956,2013,0
0001550956,2014,0
0001551901,2016,0
0001551986,2017,0
0001551986,2018,0
0001551986,2019,0
0001551986,2020,0
0001551986,2021,0
0001551986,2022,0
0001552000,2016,0
0001552189,2015,0
0001552189,2021,0
0001552189,2022,0
0001552189,2023,0
0001553264,2015,0
0001553264,2022,0
0001554594,2013,0
0001554818,2023,0
0001554818,2024,0
0001554818,2025,0
0001556593,2016,0
0001556753,2013,0
0001557746,2019,0
0001557746,2020,0
0001557746,2025,0
0001557798,2016,0
0001557798,2018,0
0001557798,2022,0
0001557798,2023,0
0001558740,2021,0
0001558740,2023,0
0001558740,2024,0
0001558740,2025,0
0001560258,2019,0
0001560258,2020,0
0001560258,2021,0
0001560258,2022,0
0001560258,2023,0
0001560258,2025,0
0001560293,2022,0
0001560293,2023,0
0001560293,2024,0
0001560293,2025,0
0001560327,2016,0
0001560385,2016,0
0001560672,2016,0
0001562401,2016,0
0001562528,2016,0
0001564708,2017,0
0001565228,2015,0
0001565228,2016,0
0001565228,2024,0
0001568628,2021,0
0001568628,2022,0
0001569187,2016,0
0001569340,2014,0
0001569340,2015,0
0001569340,2017,0
0001569340,2018,0
0001569340,2019,0
0001569340,2020,0
0001569340,2021,0
0001569340,2022,0
0001569340,2023,0
0001569340,2024,0
0001570562,2017,0
0001570562,2018,0
0001570562,2019,0
0001570562,2020,0
0001570562,2021,0
0001570562,2022,0
0001570562,2023,0
0001570562,2024,0
0001570562,2025,0
0001570937,2016,0
0001570937,2017,0
0001570937,2020,0
0001570937,2022,0
0001570937,2023,0
0001570937,2024,0
0001570937,2025,0
0001571776,2016,0
0001571949,2018,0
0001571949,2019,0
0001571949,2020,0
0001571949,2022,0
0001571949,2023,0
0001571949,2024,0
0001571949,2025,0
0001573516,2016,0
0001574085,2020,0
0001574094,2022,0
0001574094,2023,0
0001574094,2024,0
0001574094,2025,0
0001574235,2016,0
0001574235,2017,0
0001574235,2018,0
0001575858,2016,0
0001575858,2017,0
0001575858,2021,0
0001575858,2022,0
0001575858,2023,0
0001575858,2024,0
0001575858,2025,0
0001575965,2016,0
0001575965,2018,0
0001575965,2019,0
0001575965,2020,0
0001575965,2021,0
0001576018,2016,0
0001576197,2015,0
0001576197,2016,0
0001576197,2019,0
0001576197,2021,0
0001576197,2022,0
0001576197,2023,0
0001576427,2016,0
0001576885,2025,0
0001577445,2017,0
0001577445,2018,0
0001577670,2016,0
0001579157,2017,0
0001579241,2016,0
0001579428,2016,0
0001579684,2016,0
0001579684,2017,0
0001580149,2016,0
0001580149,2021,0
0001580149,2022,0
0001580149,2023,0
0001580149,2024,0
0001580149,2025,0
0001580262,2014,0
0001580262,2015,0
0001580262,2016,0
0001580262,2017,0
0001580262,2018,0
0001580262,2019,0
0001580262,2020,0
0001580262,2021,0
0001580262,2022,0
0001580262,2023,0
0001580608,2014,1
0001580608,2016,1
0001580670,2016,0
0001581091,2016,0
0001581091,2020,0
0001584207,2016,0
0001584207,2017,0
0001584207,2018,0
0001584207,2019,0
0001584207,2020,0
0001584207,2021,0
0001585608,2016,0
0001585608,2017,0
0001585608,2018,0
0001585608,2019,0
0001585608,2021,0
0001585608,2022,0
0001585608,2023,0
0001585608,2024,0
0001585608,2025,0
0001588014,2017,0
0001588014,2021,0
0001589149,2016,0
0001589149,2018,0
0001589149,2020,0
0001589149,2021,0
0001589149,2022,0
0001589149,2023,0
0001589149,2024,0
0001589149,2025,0
0001589150,2021,0
0001589150,2022,0
0001589150,2023,0
0001589150,2025,0
0001589526,2016,0
0001590364,2016,0
0001590715,2014,0
0001590715,2016,0
0001590715,2017,0
0001590715,2023,0
0001590715,2024,0
0001590715,2025,0
0001590750,2016,0
0001590750,2019,0
0001590750,2020,0
0001590750,2021,0
0001590750,2022,0
0001590750,2023,0
0001590750,2024,0
0001590750,2025,0
0001590895,2016,0
0001592016,2019,0
0001592386,2016,0
0001593549,2016,0
0001594204,2016,0
0001594204,2017,0
0001594204,2021,0
0001594204,2022,0
0001594204,2023,0
0001594204,2024,0
0001594204,2025,0
0001594968,2023,0
0001594968,2024,0
0001594968,2025,0
0001596961,2021,0
0001596961,2023,0
0001596961,2024,0
0001596961,2025,0
0001597033,2016,0
0001598646,2016,0
0001598646,2017,0
0001598646,2018,0
0001598646,2019,0
0001598646,2020,0
0001598646,2021,0
0001598646,2022,0
0001598646,2023,0
0001598646,2024,0
0001598646,2025,0
0001599298,2020,0
0001599298,2021,0
0001599298,2023,0
0001599407,2014,0
0001599407,2015,0
0001599407,2016,0
0001599407,2017,0
0001599407,2022,0
0001599407,2023,0
0001599407,2024,0
0001599407,2025,0
0001599617,2016,0
0001600983,2021,0
0001600983,2022,0
0001600983,2023,0
0001600983,2024,0
0001600983,2025,0
0001601485,2020,0
0001601485,2021,0
0001601485,2022,0
0001601485,2023,0
0001601485,2024,0
0001601485,2025,0
0001602409,2017,0
0001602409,2018,0
0001602409,2019,0
0001602409,2021,0
0001602409,2022,0
0001602409,2023,0
0001602409,2024,0
0001602409,2025,0
0001602409,2026,0
0001602658,2021,0
0001603454,2021,0
0001603454,2022,0
0001603454,2023,0
0001603454,2024,0
0001603793,2017,0
0001603793,2021,0
0001604191,2021,0
0001604191,2022,0
0001604191,2023,0
0001604191,2024,0
0001604191,2025,0
0001604665,2016,0
0001604821,2016,0
0001605331,2016,0
0001605331,2021,0
0001605331,2022,0
0001605331,2023,0
0001605331,2024,0
0001605331,2025,0
0001605481,2016,0
0001605481,2021,0
0001605888,2022,0
0001605888,2024,0
0001605888,2025,0
0001606163,2019,0
0001606909,2016,0
0001606909,2017,0
0001606909,2018,0
0001606909,2019,0
0001606909,2020,0
0001606909,2021,0
0001606909,2022,0
0001606909,2023,0
0001606909,2024,0
0001606909,2025,0
0001608092,2020,0
0001608092,2021,0
0001608092,2022,0
0001608092,2023,0
0001609253,2016,0
0001609253,2020,0
0001609258,2016,0
0001609258,2017,0
0001609258,2018,0
0001609258,2019,0
0001609258,2020,0
0001609258,2021,0
0001609258,2022,0
0001609258,2023,0
0001609258,2024,0
0001609258,2025,0
0001609711,2016,0
0001609804,2021,0
0001610820,2022,0
0001610820,2025,0
0001610853,2017,0
0001610853,2018,0
0001610853,2019,0
0001610853,2020,0
0001610853,2021,0
0001610853,2022,0
0001610853,2023,0
0001610853,2024,0
0001610853,2025,0
0001611983,2016,0
0001612720,2021,0
0001612720,2022,0
0001612720,2023,0
0001612720,2024,0
0001612720,2025,0
0001615165,2022,0
0001615165,2023,0
0001615165,2024,0
0001615165,2025,0
0001615219,2016,0
0001615219,2019,0
0001615219,2020,0
0001615219,2021,0
0001615219,2022,0
0001615219,2023,0
0001615219,2024,0
0001615219,2025,0
0001616156,2016,0
0001616156,2017,0
0001616156,2018,0
0001616156,2019,0
0001616156,2020,0
0001616156,2022,0
0001616156,2023,0
0001616156,2024,0
0001616156,2025,0
0001616543,2016,0
0001616543,2017,0
0001616543,2018,0
0001616543,2019,0
0001616543,2020,0
0001616543,2021,0
